dataset,f1_score,recall_minority,precision_recall_auc,balanced_accuracy,max_depth
dataset_38_sick.csv,0.6819799292189848,0.04918032786885246,0.9184685783272022,0.5245901639344263,25.0
dataset_38_sick.csv,0.48614266242616994,0.0,0.9235167385747549,0.5,50.0
dataset_958_segment.csv,0.9899928761215295,0.9651162790697675,0.9836841821063833,0.9825581395348837,5.0
dataset_958_segment.csv,0.9933399325343815,0.9767441860465116,0.9863075126557262,0.9883720930232558,10.0
dataset_958_segment.csv,0.9899928761215295,0.9651162790697675,0.9803362111235093,0.9825581395348837,25.0
dataset_958_segment.csv,0.9899928761215295,0.9651162790697675,0.9867729797916557,0.9825581395348837,50.0
dataset_962_mfeat-morphological.csv,0.9947178913822399,0.9807692307692307,0.9648124166721307,0.9903846153846154,5.0
dataset_962_mfeat-morphological.csv,0.9947178913822399,0.9807692307692307,0.9645350495426024,0.9903846153846154,10.0
dataset_962_mfeat-morphological.csv,0.9947178913822399,0.9807692307692307,0.9648016294544434,0.9903846153846154,25.0
dataset_962_mfeat-morphological.csv,0.9786829922351333,0.9423076923076923,0.9640048893444952,0.9702414373947221,50.0
dataset_966_analcatdata_halloffame.csv,0.07373271889400922,1.0,0.9098809452052085,0.5,5.0
dataset_966_analcatdata_halloffame.csv,0.07373271889400922,1.0,0.9098809452052085,0.5,10.0
dataset_966_analcatdata_halloffame.csv,0.07373271889400922,1.0,0.9098809452052085,0.5,25.0
dataset_966_analcatdata_halloffame.csv,0.07373271889400922,1.0,0.9098809452052085,0.5,50.0
dataset_971_mfeat-fourier.csv,0.9732140465539871,0.9038461538461539,0.9781833985223815,0.9519230769230769,5.0
dataset_971_mfeat-fourier.csv,0.9786476868327403,0.9230769230769231,0.979067259494891,0.9615384615384616,10.0
dataset_971_mfeat-fourier.csv,0.9840424117235081,0.9423076923076923,0.9773843987553665,0.9711538461538461,25.0
dataset_971_mfeat-fourier.csv,0.9786476868327403,0.9230769230769231,0.9751986740428521,0.9615384615384616,50.0
dataset_976_JapaneseVowels.csv,0.9270792912364851,0.8191056910569106,0.9612488843715686,0.9041441916823014,5.0
dataset_976_JapaneseVowels.csv,0.9660215632965954,0.9105691056910569,0.9897909800113001,0.9530810272045027,10.0
dataset_976_JapaneseVowels.csv,0.9710357580337778,0.9247967479674797,0.9921734998127494,0.9603951688555348,25.0
dataset_976_JapaneseVowels.csv,0.9685604717598024,0.9227642276422764,0.9917830011045399,0.9587779471544715,50.0
dataset_978_mfeat-factors.csv,0.9786829922351333,0.9423076923076923,0.9680951305039518,0.9702414373947221,5.0
dataset_978_mfeat-factors.csv,0.9840972725767942,0.9615384615384616,0.9699682261696111,0.9798568220101067,10.0
dataset_978_mfeat-factors.csv,0.9840424117235081,0.9423076923076923,0.967042549268228,0.9711538461538461,25.0
dataset_978_mfeat-factors.csv,0.9786829922351333,0.9423076923076923,0.9661686966032277,0.9702414373947221,50.0
dataset_980_optdigits.csv,0.9133180260076137,0.7109826589595376,0.9600215367517926,0.8551608602134106,5.0
dataset_980_optdigits.csv,0.948517613406342,0.8208092485549133,0.979286755188537,0.9104046242774566,10.0
dataset_980_optdigits.csv,0.9536440228598362,0.838150289017341,0.979380140481933,0.9190751445086704,25.0
dataset_980_optdigits.csv,0.9553455905217529,0.8439306358381503,0.9757722692637407,0.9219653179190752,50.0
dataset_995_mfeat-zernike.csv,0.9732140465539871,0.9038461538461539,0.956326254071432,0.9519230769230769,5.0
dataset_995_mfeat-zernike.csv,0.9621960247827892,0.8846153846153846,0.9576964173606596,0.9413952835485682,10.0
dataset_995_mfeat-zernike.csv,0.9677407792393992,0.8846153846153846,0.9546651630442502,0.9423076923076923,25.0
dataset_995_mfeat-zernike.csv,0.9677407792393992,0.8846153846153846,0.9516273878457934,0.9423076923076923,50.0
