dataset,n_estimators,f1_score,recall_minority,precision_recall_auc,balanced_accuracy
dataset_951_arsenic-male-lung.csv,50,1.0,1.0,0.9937888198757764,1.0
dataset_951_arsenic-male-lung.csv,100,1.0,1.0,0.9937888198757764,1.0
dataset_951_arsenic-male-lung.csv,200,1.0,1.0,0.9937888198757764,1.0
dataset_954_spectrometer.csv,10,0.8758582925032182,0.7142857142857143,0.77524704745692,0.8502463054187193
dataset_954_spectrometer.csv,50,0.8586880644617341,0.7142857142857143,0.734896320326007,0.8467980295566502
dataset_954_spectrometer.csv,100,0.8338792748197164,0.6428571428571429,0.7774948394276125,0.8110837438423646
dataset_954_spectrometer.csv,200,0.8338792748197164,0.6428571428571429,0.7688420947075496,0.8110837438423646
dataset_968_analcatdata_birthday.csv,10,0.4603960396039604,0.0,0.7196252578495144,0.5
dataset_968_analcatdata_birthday.csv,50,0.4603960396039604,0.0,0.6781075407849839,0.5
dataset_968_analcatdata_birthday.csv,100,0.4603960396039604,0.0,0.6818186885208678,0.5
dataset_968_analcatdata_birthday.csv,200,0.4603960396039604,0.0,0.658881422356004,0.5
dataset_984_analcatdata_draft.csv,10,0.48826291079812206,0.0,0.04573261293406318,0.5
dataset_984_analcatdata_draft.csv,50,0.48826291079812206,0.0,0.04573261293406318,0.5
dataset_984_analcatdata_draft.csv,100,0.48826291079812206,0.0,0.04573261293406318,0.5
dataset_984_analcatdata_draft.csv,200,0.48826291079812206,0.0,0.04573261293406318,0.5
dataset_987_collins.csv,10,1.0,1.0,0.9583333333333333,1.0
dataset_987_collins.csv,50,1.0,1.0,0.9583333333333333,1.0
dataset_987_collins.csv,100,1.0,1.0,0.9583333333333333,1.0
dataset_987_collins.csv,200,1.0,1.0,0.9583333333333333,1.0
dataset_1000_hypothyroid.csv,10,0.4814305364511692,0.0,0.9989953778844524,0.5
dataset_1000_hypothyroid.csv,50,0.7645221736414742,0.25925925925925924,0.999006796508568,0.6296296296296297
dataset_1000_hypothyroid.csv,100,0.4814305364511692,0.0,0.9989928682600628,0.5
dataset_1002_ipums_la_98-small.csv,10,0.4715160075329567,0.0,0.9649709097657084,0.5
dataset_1002_ipums_la_98-small.csv,50,0.4715160075329567,0.0,0.9677017495933623,0.5
dataset_1002_ipums_la_98-small.csv,100,0.4715160075329567,0.0,0.9676135202988481,0.5
dataset_1014_analcatdata_dmft.csv,10,0.4376470588235294,0.0,0.22497340456960624,0.5
dataset_1014_analcatdata_dmft.csv,50,0.4376470588235294,0.0,0.22497340456960624,0.5
dataset_1014_analcatdata_dmft.csv,100,0.4376470588235294,0.0,0.22497340456960624,0.5
dataset_1016_vowel.csv,10,0.9642470205850487,0.875,0.96875,0.9375
dataset_1016_vowel.csv,50,0.9550680786686838,0.84375,0.96875,0.921875
dataset_1016_vowel.csv,100,0.9823098457323247,0.9375,0.9668839126559715,0.96875
dataset_1018_ipums_la_99-small.csv,10,0.483852140077821,0.0,0.9831826069909966,0.5
dataset_1018_ipums_la_99-small.csv,50,0.483852140077821,0.0,0.9853158882028996,0.5
dataset_1018_ipums_la_99-small.csv,100,0.483852140077821,0.0,0.9862641271620324,0.5
dataset_1020_mfeat-karhunen.csv,10,0.9221890291375003,0.75,0.9557847538740389,0.8740875912408759
dataset_1020_mfeat-karhunen.csv,50,0.9510758776896941,0.8269230769230769,0.9666201125401346,0.9134615384615384
dataset_1020_mfeat-karhunen.csv,100,0.9510758776896941,0.8269230769230769,0.9597463029961363,0.9134615384615384
dataset_1021_page-blocks.csv,10,0.9394484204118423,0.8628571428571429,0.9970326315080335,0.926994737867862
dataset_1021_page-blocks.csv,50,0.933114020755355,0.8571428571428571,0.9985507596589456,0.9231144026505554
dataset_1021_page-blocks.csv,100,0.9361576080905504,0.8571428571428571,0.997928901210211,0.9237965308906646
dataset_1022_mfeat-pixel.csv,10,0.9840424117235081,0.9423076923076923,0.9804028971753935,0.9711538461538461
dataset_1022_mfeat-pixel.csv,50,0.9893989186897064,0.9615384615384616,0.980050260710638,0.9807692307692308
dataset_1022_mfeat-pixel.csv,100,0.9893989186897064,0.9615384615384616,0.980050260710638,0.9807692307692308
dataset_1039_hiva_agnostic.csv,10,0.489738430583501,0.0,0.08388029544438787,0.5
dataset_1039_hiva_agnostic.csv,50,0.489738430583501,0.0,0.06754928925268691,0.5
dataset_1039_hiva_agnostic.csv,100,0.489738430583501,0.0,0.11971174758411099,0.5
dataset_1049_pc4.csv,10,0.7108393304010121,0.3050847457627119,0.5900148347691423,0.6419603622993454
dataset_1049_pc4.csv,50,0.7465133069679741,0.3050847457627119,0.670260363932698,0.648574118913102
dataset_1049_pc4.csv,100,0.7465133069679741,0.3050847457627119,0.6650075313277599,0.648574118913102
dataset_1050_pc3.csv,10,0.5718220900043806,0.12244897959183673,0.2628997454648538,0.5445180458818372
dataset_1050_pc3.csv,50,0.5241537975630435,0.04081632653061224,0.26994649942250093,0.5096683064633968
dataset_1050_pc3.csv,100,0.5706161141787757,0.10204081632653061,0.2787392220732882,0.5378939165164873
dataset_1056_mc1.csv,10,0.7040067055777086,0.2222222222222222,0.33667155644583496,0.6107566268856591
dataset_1056_mc1.csv,50,0.5877539558719974,0.05555555555555555,0.3184614938655404,0.5274232935523258
dataset_1056_mc1.csv,100,0.4984098939929329,0.0,0.29746448211532617,0.5
dataset_311_oil_spill.csv,10,0.5714641721270491,0.09090909090909091,0.3046957156213813,0.5398989898989899
dataset_311_oil_spill.csv,50,0.6239175247003977,0.09090909090909091,0.33569325649273085,0.5436026936026936
dataset_311_oil_spill.csv,100,0.7304469929496835,0.2727272727272727,0.3957118845745465,0.6345117845117845
dataset_38_sick.csv,10,0.7160994517717826,0.16393442622950818,0.89218281298431,0.5814999233951279
dataset_38_sick.csv,50,0.48614266242616994,0.0,0.8657790884162004,0.5
dataset_38_sick.csv,100,0.48614266242616994,0.0,0.9236743352210515,0.5
dataset_958_segment.csv,10,0.9899928761215295,0.9651162790697675,0.9881063036135209,0.9825581395348837
dataset_958_segment.csv,50,0.9866349062591148,0.9651162790697675,0.9856335219888308,0.9817344163058888
dataset_958_segment.csv,100,0.9933399325343815,0.9767441860465116,0.9871286387452591,0.9883720930232558
dataset_962_mfeat-morphological.csv,10,0.9947178913822399,0.9807692307692307,0.9649832298460347,0.9903846153846154
dataset_962_mfeat-morphological.csv,50,0.9947178913822399,0.9807692307692307,0.9647591821858922,0.9903846153846154
dataset_962_mfeat-morphological.csv,100,0.9840424117235081,0.9423076923076923,0.9641706956036165,0.9711538461538461
dataset_966_analcatdata_halloffame.csv,10,0.07373271889400922,1.0,0.9098809452052085,0.5
dataset_966_analcatdata_halloffame.csv,50,0.07373271889400922,1.0,0.9098809452052085,0.5
dataset_966_analcatdata_halloffame.csv,100,0.07373271889400922,1.0,0.9098809452052085,0.5
dataset_971_mfeat-fourier.csv,10,0.9677407792393992,0.8846153846153846,0.9712957155444051,0.9423076923076923
dataset_971_mfeat-fourier.csv,50,0.9786476868327403,0.9230769230769231,0.9773843987553665,0.9615384615384616
dataset_971_mfeat-fourier.csv,100,0.9786476868327403,0.9230769230769231,0.9797105672105672,0.9615384615384616
dataset_976_JapaneseVowels.csv,10,0.9635194015732961,0.9065040650406504,0.9867274079776217,0.9506478658536586
dataset_976_JapaneseVowels.csv,50,0.9660130517081934,0.9065040650406504,0.9901277473521278,0.9514491479049405
dataset_976_JapaneseVowels.csv,100,0.9647958301129351,0.9126016260162602,0.9896891250086877,0.9534963258286429
dataset_978_mfeat-factors.csv,10,0.9677331967334234,0.9038461538461539,0.9615892596594808,0.9510106681639529
dataset_978_mfeat-factors.csv,50,0.9893989186897064,0.9615384615384616,0.9682527896813611,0.9807692307692308
dataset_978_mfeat-factors.csv,100,0.9840424117235081,0.9423076923076923,0.9682026143519595,0.9711538461538461
dataset_980_optdigits.csv,10,0.9432257665509363,0.815028901734104,0.9639423502281184,0.9068535123343355
dataset_980_optdigits.csv,50,0.9536440228598362,0.838150289017341,0.9765793825838442,0.9190751445086704
dataset_980_optdigits.csv,100,0.9553455905217529,0.8439306358381503,0.9788046415834507,0.9219653179190752
dataset_995_mfeat-zernike.csv,10,0.9621960247827892,0.8846153846153846,0.9453190187829518,0.9413952835485682
dataset_995_mfeat-zernike.csv,50,0.9677331967334234,0.9038461538461539,0.9598615403989557,0.9510106681639529
dataset_995_mfeat-zernike.csv,100,0.9732140465539871,0.9038461538461539,0.9570198457430005,0.9519230769230769
